,phase,request,target,targetWord,eventType,instrument,starttime,timestamp,duration,PID,condition,KL,grab,onebyone,count,group1,group2,group3,more,response,spontaneousCounting,right,logic,words,comments,one,two,three,four,five,six,seven,eight,nine,ten,gi,zo,AND,bignumber,nonnumber,kidaction,actor,flag,flagged,date,kl,trial_ind,distracted,question,parent,prompt,other,eyes,,correct,ID,cond,age,expr,action_sequence,ngroups,strat_sequence,comments_list,kid_words,temporal_groups,incomplete,unconditioned,mk_acc,g5_acc,gf_acc,gz_acc,training_acc,giraffe_nums
7540,Main,zogi1,4,zogi,trial,trialsubmit,1722970997088,1722971021226,24138,FL4,&,,4,0,0,1,3,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240806,,11,False,False,False,False,False,,,True,20240806_FL4,AND,57.73333333,LM, g γ δ,2,G.,,,1,False,False,1.0,1.0,1.0,1.0,1.0,True
7562,Main,zogi2,4,zogi,trial,trialsubmit,1722971048546,1722971064468,15922,FL4,&,,4,0,0,1,3,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240806,,14,False,False,False,False,False,,,True,20240806_FL4,AND,57.73333333,LM, g γ δ,2,G.,,,1,False,False,1.0,1.0,1.0,1.0,1.0,True
7577,Main,zozo2,6,zozo,trial,trialsubmit,1722971064471,1722971076652,12181,FL4,&,,6,0,0,3,3,0,0,6,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240806,,15,False,False,False,False,False,,,True,20240806_FL4,AND,57.73333333,LM, g γ δ,2,G.,,,1,False,False,1.0,1.0,1.0,1.0,1.0,True
7596,Main,zogi3,4,zogi,trial,trialsubmit,1722971116853,1722971125421,8568,FL4,&,,4,0,0,1,3,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240806,,18,False,False,False,False,False,,,True,20240806_FL4,AND,57.73333333,LM, g γ δ,2,G.,,,1,False,False,1.0,1.0,1.0,1.0,1.0,True
7609,Main,zozo3,6,zozo,trial,trialsubmit,1722971125423,1722971134322,8899,FL4,&,,6,0,0,3,3,0,0,6,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240806,,19,False,False,False,False,False,,,True,20240806_FL4,AND,57.73333333,LM, g γ δ,2,G.,,,1,False,False,1.0,1.0,1.0,1.0,1.0,True
7751,Main,zozo1,6,zozo,trial,trialsubmit,1722971972351,1722972003422,31071,FL5,-,,0,1,0,1,0,0,0,1,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240806,,8,False,False,False,False,False,,,False,20240806_FL5,CAT,51.93333333,RA, b γ,1,B.,,,1,False,False,0.0,0.0,0.0,1.0,0.875,False
7770,Main,zogi1,4,zogi,trial,trialsubmit,1722972014545,1722972042661,28116,FL5,-,,0,3,0,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240806,,11,False,False,False,False,False,,,False,20240806_FL5,CAT,51.93333333,RA, b γ,1,B.,,,1,False,False,0.0,0.0,0.0,1.0,0.875,False
7787,Main,zogi2,4,zogi,trial,trialsubmit,1722972056969,1722972063842,6873,FL5,-,,3,0,0,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240806,,14,False,False,False,False,False,,,False,20240806_FL5,CAT,51.93333333,RA, g γ,1,G.,,,1,False,False,0.0,0.0,0.0,1.0,0.875,False
7794,Main,zozo2,6,zozo,trial,trialsubmit,1722972063844,1722972069718,5874,FL5,-,,3,0,0,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240806,,15,False,False,False,False,False,,,False,20240806_FL5,CAT,51.93333333,RA, g γ,1,G.,,,1,False,False,0.0,0.0,0.0,1.0,0.875,False
7807,Main,zogi3,4,zogi,trial,trialsubmit,1722972098792,1722972104623,5831,FL5,-,,1,0,0,1,0,0,0,1,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240806,,18,False,False,False,False,False,,,False,20240806_FL5,CAT,51.93333333,RA, g γ,1,G.,,,1,False,False,0.0,0.0,0.0,1.0,0.875,False
7814,Main,zozo3,6,zozo,trial,trialsubmit,1722972104624,1722972112279,7655,FL5,-,,3,0,0,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240806,,19,False,False,False,False,False,,,False,20240806_FL5,CAT,51.93333333,RA, g γ,1,G.,,,1,False,False,0.0,0.0,0.0,1.0,0.875,False
7928,Main,zozo1,6,zozo,trial,trialsubmit,1722973087226,1722973112243,25017,FL6,&,,6,0,0,3,3,0,0,6,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240806,,8,False,False,False,False,False,,,True,20240806_FL6,AND,52.6,LM, g γ δ,2,G.,,,1,False,False,1.0,1.0,1.0,0.5,1.0,True
7947,Main,zogi1,4,zogi,trial,trialsubmit,1722973130747,1722973149879,19132,FL6,&,,4,0,0,3,1,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240806,,11,False,False,False,False,False,,,True,20240806_FL6,AND,52.6,LM, g γ δ,2,G.,,,1,False,False,1.0,1.0,1.0,0.5,1.0,True
7966,Main,zogi2,4,zogi,trial,trialsubmit,1722973169320,1722973183672,14352,FL6,&,,4,0,0,3,1,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240806,,14,False,False,False,False,False,,,True,20240806_FL6,AND,52.6,LM, g γ δ,2,G.,,,1,False,False,1.0,1.0,1.0,0.5,1.0,True
7979,Main,zozo2,6,zozo,trial,trialsubmit,1722973183674,1722973195649,11975,FL6,&,,6,0,0,3,3,0,0,6,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240806,,15,False,False,False,False,False,,,True,20240806_FL6,AND,52.6,LM, g γ δ,2,G.,,,1,False,False,1.0,1.0,1.0,0.5,1.0,True
8004,Main,zogi3,4,zogi,trial,trialsubmit,1722973228972,1722973236967,7995,FL6,&,,4,0,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240806,,18,False,False,False,False,False,,,True,20240806_FL6,AND,52.6,LM, g γ,1,G.,,,1,False,False,1.0,1.0,1.0,0.5,1.0,True
8017,Main,zozo3,6,zozo,trial,trialsubmit,1722973236969,1722973245452,8483,FL6,&,,6,0,0,3,3,0,0,6,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240806,,19,False,False,False,False,False,,,True,20240806_FL6,AND,52.6,LM, g γ δ,2,G.,,,1,False,False,1.0,1.0,1.0,0.5,1.0,True
8138,Main,zozo1,6,zozo,trial,trialsubmit,1723066602167,1723066662971,60804,FL1,-,,0,3,0,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240807,,8,False,False,False,False,False,,,False,20240807_FL1,CAT,68.8,VT, b γ,1,B.,,,1,False,False,0.5,0.0,0.0,1.0,1.0,False
8160,Main,zogi1,4,zogi,trial,trialsubmit,1723066690052,1723066727788,37736,FL1,-,,0,0,4,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240807,,11,False,False,False,False,False,,,True,20240807_FL1,CAT,68.8,VT, c γ,1,C.,,,1,False,False,0.5,0.0,0.0,1.0,1.0,False
8178,Main,zogi2,4,zogi,trial,trialsubmit,1723066742954,1723066754767,11813,FL1,-,,0,0,3,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240807,,14,False,False,False,False,False,,,True,20240807_FL1,CAT,68.8,VT, c γ,1,C.,,,1,False,False,0.5,0.0,0.0,1.0,1.0,False
8185,Main,zozo2,6,zozo,trial,trialsubmit,1723066754768,1723066764430,9662,FL1,-,,0,3,0,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240807,,15,False,False,False,False,False,,,False,20240807_FL1,CAT,68.8,VT, b γ,1,B.,,,1,False,False,0.5,0.0,0.0,1.0,1.0,False
8206,Main,zogi3,4,zogi,trial,trialsubmit,1723066788700,1723066798935,10235,FL1,-,,0,0,4,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240807,,18,False,False,False,False,False,,,True,20240807_FL1,CAT,68.8,VT, c γ,1,C.,,,1,False,False,0.5,0.0,0.0,1.0,1.0,False
8213,Main,zozo3,6,zozo,trial,trialsubmit,1723066798937,1723066807896,8959,FL1,-,,0,0,3,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240807,,19,False,False,False,False,False,,,False,20240807_FL1,CAT,68.8,VT, c γ,1,C.,,,1,False,False,0.5,0.0,0.0,1.0,1.0,False
8348,Main,zozo1,6,zozo,trial,trialsubmit,1723068175548,1723068238760,63212,FL2,-,,2,4,0,6,0,0,0,6,0,0,0,0,She closed her eyes while putting the bananas,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240807,,8,False,False,False,False,False,,,True,20240807_FL2,CAT,61.9,RA, g b γ,1,G.B.,,,2,False,False,0.8333333333333334,1.0,1.0,1.0,1.0,True
8369,Main,zogi1,4,zogi,trial,trialsubmit,1723068243029,1723068273330,30301,FL2,-,,0,4,0,3,1,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240807,,11,False,False,False,False,False,,,True,20240807_FL2,CAT,61.9,RA, b γ δ,2,B.,,,1,False,False,0.8333333333333334,1.0,1.0,1.0,1.0,True
8388,Main,zogi2,4,zogi,trial,trialsubmit,1723068281496,1723068292051,10555,FL2,-,,0,4,0,3,1,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240807,,14,False,False,False,False,False,,,True,20240807_FL2,CAT,61.9,RA, b γ δ,2,B.,,,1,False,False,0.8333333333333334,1.0,1.0,1.0,1.0,True
8401,Main,zozo2,6,zozo,trial,trialsubmit,1723068292054,1723068309247,17193,FL2,-,,3,3,0,6,0,0,0,6,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240807,,15,False,False,False,False,False,,,True,20240807_FL2,CAT,61.9,RA, g b γ,1,G.B.,,,2,False,False,0.8333333333333334,1.0,1.0,1.0,1.0,True
8425,Main,zogi3,4,zogi,trial,trialsubmit,1723068335003,1723068353148,18145,FL2,-,,6,0,0,6,0,0,0,6,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240807,,18,False,False,False,False,False,,,False,20240807_FL2,CAT,61.9,RA, g γ,1,G.,,,1,False,False,0.8333333333333334,1.0,1.0,1.0,1.0,True
8440,Main,zozo3,6,zozo,trial,trialsubmit,1723068353150,1723068374639,21489,FL2,-,,0,6,0,6,0,0,0,6,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240807,,19,False,False,False,False,False,,,True,20240807_FL2,CAT,61.9,RA, b γ,1,B.,,,1,False,False,0.8333333333333334,1.0,1.0,1.0,1.0,True
8573,Main,zozo1,6,zozo,trial,trialsubmit,1723070264657,1723070304034,39377,FL3,-,,0,6,0,6,0,0,0,6,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240807,,8,False,False,False,False,False,,,True,20240807_FL3,CAT,60.6,VT, b γ,1,B.,,,1,False,False,0.3333333333333333,0.0,0.5,1.0,0.875,True
8599,Main,zogi1,4,zogi,trial,trialsubmit,1723070331290,1723070367591,36301,FL3,-,,0,6,0,6,0,0,0,6,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240807,,11,False,False,False,False,False,,,False,20240807_FL3,CAT,60.6,VT, b γ,1,B.,,,1,False,False,0.3333333333333333,0.0,0.5,1.0,0.875,True
8622,Main,zogi2,4,zogi,trial,trialsubmit,1723070383620,1723070402256,18636,FL3,-,,0,6,0,6,0,0,0,6,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240807,,14,False,False,False,False,False,,,False,20240807_FL3,CAT,60.6,VT, b γ,1,B.,,,1,False,False,0.3333333333333333,0.0,0.5,1.0,0.875,True
8637,Main,zozo2,6,zozo,trial,trialsubmit,1723070402258,1723070429258,27000,FL3,-,,0,7,0,7,0,0,0,7,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240807,,15,False,False,False,False,False,,,False,20240807_FL3,CAT,60.6,VT, b γ,1,B.,,,1,False,False,0.3333333333333333,0.0,0.5,1.0,0.875,True
8662,Main,zogi3,4,zogi,trial,trialsubmit,1723070459061,1723070481339,22278,FL3,-,,2,5,0,7,0,0,0,7,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240807,,18,False,False,False,False,False,,,False,20240807_FL3,CAT,60.6,VT, g b γ,1,G.B.,,,2,False,False,0.3333333333333333,0.0,0.5,1.0,0.875,True
8675,Main,zozo3,6,zozo,trial,trialsubmit,1723070481341,1723070500801,19460,FL3,-,,0,6,0,6,0,0,0,6,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240807,,19,False,False,False,False,False,,,True,20240807_FL3,CAT,60.6,VT, b γ,1,B.,,,1,False,False,0.3333333333333333,0.0,0.5,1.0,0.875,True
8806,Main,zozo1,6,zozo,trial,trialsubmit,1723311449527,1723311479943,30416,FL1,-,,0,6,0,6,0,0,0,6,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240810,,8,False,False,False,False,False,,,True,20240810_FL1,CAT,68.93333333,VT, b γ,1,B.,,,1,False,False,1.0,0.0,0.5,1.0,1.0,True
8822,Main,zogi1,4,zogi,trial,trialsubmit,1723311509289,1723311528029,18740,FL1,-,,0,1,0,1,3,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240810,,11,False,False,False,False,False,,,True,20240810_FL1,CAT,68.93333333,VT, b γ δ,2,B.,,,1,False,False,1.0,0.0,0.5,1.0,1.0,True
8841,Main,zogi2,4,zogi,trial,trialsubmit,1723311544397,1723311555654,11257,FL1,-,,0,4,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240810,,14,False,False,False,False,False,,,True,20240810_FL1,CAT,68.93333333,VT, b γ,1,B.,,,1,False,False,1.0,0.0,0.5,1.0,1.0,True
8860,Main,zozo2,6,zozo,trial,trialsubmit,1723311555657,1723311578448,22791,FL1,-,,4,2,0,3,3,0,0,6,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240810,,15,False,False,False,False,False,,,True,20240810_FL1,CAT,68.93333333,VT, g b γ δ,2,G.B.,,,2,False,False,1.0,0.0,0.5,1.0,1.0,True
8879,Main,zogi3,4,zogi,trial,trialsubmit,1723311609881,1723311622267,12386,FL1,-,,2,2,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240810,,18,False,False,False,False,False,,,True,20240810_FL1,CAT,68.93333333,VT, g b γ,1,G.B.,,,2,False,False,1.0,0.0,0.5,1.0,1.0,True
8893,Main,zozo3,6,zozo,trial,trialsubmit,1723311622269,1723311636310,14041,FL1,-,,6,0,0,3,3,0,0,6,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240810,,19,False,False,False,False,False,,,True,20240810_FL1,CAT,68.93333333,VT, g γ δ,2,G.,,,1,False,False,1.0,0.0,0.5,1.0,1.0,True
9016,Main,zozo1,6,zozo,trial,trialsubmit,1723313254942,1723313292219,37277,FL2,&,,0,1,0,1,0,0,0,1,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240810,,8,False,False,False,False,False,,,False,20240810_FL2,AND,53.0,VT, b γ,1,B.,,,1,False,False,0.0,0.0,0.5,0.5,0.875,True
9065,Main,zogi1,4,zogi,trial,trialsubmit,1723313343275,1723313419921,76646,FL2,&,,0,0,12,12,0,0,0,12,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240810,,11,False,False,False,False,False,,,False,20240810_FL2,AND,53.0,VT, c γ,1,C.,,,1,False,False,0.0,0.0,0.5,0.5,0.875,True
9080,Main,zogi2,4,zogi,trial,trialsubmit,1723313454381,1723313462697,8316,FL2,&,,2,0,0,2,0,0,0,2,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240810,,14,False,False,False,False,False,,,False,20240810_FL2,AND,53.0,VT, g γ,1,G.,,,1,False,False,0.0,0.0,0.5,0.5,0.875,True
9089,Main,zozo2,6,zozo,trial,trialsubmit,1723313462699,1723313476725,14026,FL2,&,,0,4,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240810,,15,False,False,False,False,False,,,False,20240810_FL2,AND,53.0,VT, b γ,1,B.,,,1,False,False,0.0,0.0,0.5,0.5,0.875,True
9105,Main,zogi3,4,zogi,trial,trialsubmit,1723313576259,1723313626829,50570,FL2,&,,0,1,0,1,0,0,0,1,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240810,,18,False,False,False,False,False,,,False,20240810_FL2,AND,53.0,VT, b γ,1,B.,,,1,False,False,0.0,0.0,0.5,0.5,0.875,True
9112,Main,zozo3,6,zozo,trial,trialsubmit,1723313626830,1723313646735,19905,FL2,&,,0,3,0,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240810,,19,False,False,False,False,False,,,False,20240810_FL2,AND,53.0,VT, b γ,1,B.,,,1,False,False,0.0,0.0,0.5,0.5,0.875,True
9226,Main,zozo1,6,zozo,trial,trialsubmit,1723314402207,1723314427431,25224,FL3,-,,0,4,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240810,,8,False,False,False,False,False,,,False,20240810_FL3,CAT,61.03333333,VT, b γ,1,B.,,,1,False,False,0.16666666666666666,1.0,1.0,1.0,0.875,True
9254,Main,zogi1,4,zogi,trial,trialsubmit,1723314462571,1723314485088,22517,FL3,-,,0,5,0,5,0,0,0,5,0,5,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240810,,11,False,False,False,False,False,,,False,20240810_FL3,CAT,61.03333333,VT, b γ,1,B.,,,1,False,False,0.16666666666666666,1.0,1.0,1.0,0.875,True
9278,Main,zogi2,4,zogi,trial,trialsubmit,1723314512199,1723314540427,28228,FL3,-,,0,4,0,4,0,0,0,4,0,4,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240810,,14,False,False,False,False,False,,,True,20240810_FL3,CAT,61.03333333,VT, b γ,1,B.,,,1,False,False,0.16666666666666666,1.0,1.0,1.0,0.875,True
9293,Main,zozo2,6,zozo,trial,trialsubmit,1723314540430,1723314567789,27359,FL3,-,,0,3,0,4,0,0,0,4,0,4,1,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240810,,15,False,False,False,False,False,,,False,20240810_FL3,CAT,61.03333333,VT, b γ,1,B.,,,1,False,False,0.16666666666666666,1.0,1.0,1.0,0.875,True
9322,Main,zogi3,4,zogi,trial,trialsubmit,1723314604365,1723314627716,23351,FL3,-,,5,0,0,5,0,0,0,5,0,5,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240810,,18,False,False,False,False,False,,,False,20240810_FL3,CAT,61.03333333,VT, g γ,1,G.,,,1,False,False,0.16666666666666666,1.0,1.0,1.0,0.875,True
9333,Main,zozo3,6,zozo,trial,trialsubmit,1723314627719,1723314660530,32811,FL3,-,,0,3,1,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240810,,19,False,False,False,False,False,,,False,20240810_FL3,CAT,61.03333333,VT, b c γ,1,B.C.,,,2,False,False,0.16666666666666666,1.0,1.0,1.0,0.875,True
9467,Main,zozo1,6,zozo,trial,trialsubmit,1723318596975,1723318617288,20313,FL5,&,,3,0,0,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240810,,8,False,False,False,False,False,,,False,20240810_FL5,AND,61.3,VT, g γ,1,G.,,,1,False,False,0.3333333333333333,1.0,1.0,1.0,0.75,True
9480,Main,zogi1,4,zogi,trial,trialsubmit,1723318638241,1723318648374,10133,FL5,&,,0,1,0,1,0,0,0,1,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240810,,11,False,False,False,False,False,,,False,20240810_FL5,AND,61.3,VT, b γ,1,B.,,,1,False,False,0.3333333333333333,1.0,1.0,1.0,0.75,True
9499,Main,zogi2,4,zogi,trial,trialsubmit,1723318677311,1723318687057,9746,FL5,&,,3,1,0,3,1,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240810,,14,False,False,False,False,False,,,True,20240810_FL5,AND,61.3,VT, g b γ δ,2,G.B.,,,2,False,False,0.3333333333333333,1.0,1.0,1.0,0.75,True
9535,Main,zozo2,6,zozo,trial,trialsubmit,1723318702597,1723318787564,84967,FL5,&,,3,3,0,3,3,0,0,6,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240810,,15,False,False,False,False,False,,,True,20240810_FL5,AND,61.3,VT, g b γ δ,2,G.B.,,,2,False,False,0.3333333333333333,1.0,1.0,1.0,0.75,True
9567,Main,zogi3,4,zogi,trial,trialsubmit,1723318826071,1723318843775,17704,FL5,&,,6,0,0,3,3,0,0,6,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240810,,18,False,False,False,False,False,,,False,20240810_FL5,AND,61.3,VT, g γ δ,2,G.,,,1,False,False,0.3333333333333333,1.0,1.0,1.0,0.75,True
9579,Main,zozo3,6,zozo,trial,trialsubmit,1723318843778,1723318879608,35830,FL5,&,,2,2,0,3,1,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240810,,19,False,False,False,False,False,,,False,20240810_FL5,AND,61.3,VT, g b γ δ,2,G.B.,,,2,False,False,0.3333333333333333,1.0,1.0,1.0,0.75,True
9710,Main,zozo1,6,zozo,trial,trialsubmit,1723319883085,1723319926626,43541,FL7,&,,0,4,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240810,,8,False,False,False,False,False,,,False,20240810_FL7,AND,64.7,VT, b γ,1,B.,,,1,False,False,0.16666666666666666,0.0,1.0,0.0,0.875,True
9732,Main,zogi1,4,zogi,trial,trialsubmit,1723319957581,1723319989361,31780,FL7,&,,0,5,0,5,0,0,0,5,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240810,,11,False,False,False,False,False,,,False,20240810_FL7,AND,64.7,VT, b γ,1,B.,,,1,False,False,0.16666666666666666,0.0,1.0,0.0,0.875,True
9755,Main,zogi2,4,zogi,trial,trialsubmit,1723320011370,1723320036396,25026,FL7,&,,0,6,0,6,0,0,0,6,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240810,,14,False,False,False,False,False,,,False,20240810_FL7,AND,64.7,VT, b γ,1,B.,,,1,False,False,0.16666666666666666,0.0,1.0,0.0,0.875,True
9770,Main,zozo2,6,zozo,trial,trialsubmit,1723320036400,1723320067731,31331,FL7,&,,0,6,0,6,0,0,0,6,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240810,,15,False,False,False,False,False,,,True,20240810_FL7,AND,64.7,VT, b γ,1,B.,,,1,False,False,0.16666666666666666,0.0,1.0,0.0,0.875,True
9796,Main,zogi3,4,zogi,trial,trialsubmit,1723320099986,1723320121717,21731,FL7,&,,0,6,0,6,0,0,0,6,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240810,,18,False,False,False,False,False,,,False,20240810_FL7,AND,64.7,VT, b γ,1,B.,,,1,False,False,0.16666666666666666,0.0,1.0,0.0,0.875,True
9807,Main,zozo3,6,zozo,trial,trialsubmit,1723320121721,1723320141483,19762,FL7,&,,0,5,0,5,0,0,0,5,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240810,,19,False,False,False,False,False,,,False,20240810_FL7,AND,64.7,VT, b γ,1,B.,,,1,False,False,0.16666666666666666,0.0,1.0,0.0,0.875,True
9889,Main,zozo1,6,zozo,trial,trialsubmit,1723571503623,1723571529673,26050,CT7,-,,0,0,0,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240813,,8,False,False,False,False,False,,,False,20240813_CT7,CAT,48.3,GM, γ,1,,,,0,False,False,0.0,0.0,0.0,1.0,1.0,False
9897,Main,zogi1,4,zogi,trial,trialsubmit,1723571548429,1723571559786,11357,CT7,-,,0,0,0,1,0,0,0,1,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240813,,11,False,False,False,False,False,,,False,20240813_CT7,CAT,48.3,GM, γ,1,,,,0,False,False,0.0,0.0,0.0,1.0,1.0,False
9907,Main,zogi2,4,zogi,trial,trialsubmit,1723571574859,1723571586238,11379,CT7,-,,0,0,0,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240813,,14,False,False,False,False,False,,,False,20240813_CT7,CAT,48.3,GM, γ,1,,,,0,False,False,0.0,0.0,0.0,1.0,1.0,False
9909,Main,zozo2,6,zozo,trial,trialsubmit,1723571586238,1723571595640,9402,CT7,-,,0,0,0,1,0,0,0,1,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240813,,15,False,False,False,False,False,,,False,20240813_CT7,CAT,48.3,GM, γ,1,,,,0,False,False,0.0,0.0,0.0,1.0,1.0,False
9921,Main,zogi3,4,zogi,trial,trialsubmit,1723571644725,1723571658858,14133,CT7,-,,0,0,0,2,1,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240813,,18,False,False,False,False,False,,,False,20240813_CT7,CAT,48.3,GM, γ δ,2,,,,0,False,False,0.0,0.0,0.0,1.0,1.0,False
9923,Main,zozo3,6,zozo,trial,trialsubmit,1723571658859,1723571666558,7699,CT7,-,,0,0,0,1,0,0,0,1,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240813,,19,False,False,False,False,False,,,False,20240813_CT7,CAT,48.3,GM, γ,1,,,,0,False,False,0.0,0.0,0.0,1.0,1.0,False
10082,Main,zozo1,6,zozo,trial,trialsubmit,1723575968679,1723575992629,23950,FL1,-,,0,3,0,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240813,,8,False,False,False,False,False,,,False,20240813_FL1,CAT,53.3,RA, b γ,1,B.,,,1,False,False,0.16666666666666666,0.0,0.5,0.0,1.0,False
10099,Main,zogi1,4,zogi,trial,trialsubmit,1723576009978,1723576024821,14843,FL1,-,,0,3,0,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240813,,11,False,False,False,False,False,,,False,20240813_FL1,CAT,53.3,RA, b γ,1,B.,,,1,False,False,0.16666666666666666,0.0,0.5,0.0,1.0,False
